commit_id,msg
9d4c5e1b6471b3d8003908f87b9bda0efd115970,"New repository initialized by cvs2svn.

git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333117 13f79535-47bb-0310-9956-ffa450edef68"
d45120c1c360726d699d836f0a996bf32e2e09ac,"New KEYS file; hopefully in the correct format


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333118 13f79535-47bb-0310-9956-ffa450edef68"
308da1a98ecc4de8302dbec2bb60cb77244d7bf5,"Xalan 2.0.0d1


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333126 13f79535-47bb-0310-9956-ffa450edef68"
088fcfe2fd1150306dd5248ff40b7124c6186574,"no message


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333127 13f79535-47bb-0310-9956-ffa450edef68"
b30c4a88f0a2071eae1afdae6b0655a3d7d899f7,"Removed some methods.  See TRaX list for details.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333128 13f79535-47bb-0310-9956-ffa450edef68"
1f8e4d6d97e25de84d9840fadc6abb134513dbab,"Fixed some stuff pertaining to xsl:import.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333129 13f79535-47bb-0310-9956-ffa450edef68"
86527113695dc225dd86bd2b480cbc614d8fe714,"Fixed some stuff mainly pertaining to xsl:import, but also the document() function.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333130 13f79535-47bb-0310-9956-ffa450edef68"
0f12a5a17a4ed99f28e82cf15d0976a2f1a750f4,"Needed to support whitespace lists with xsl:import.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333131 13f79535-47bb-0310-9956-ffa450edef68"
40b46309c8ed3a888fb8663f21da6ca7faf883af,"Use getParent instead of getXMLReader, as per comments on TRaX list.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333132 13f79535-47bb-0310-9956-ffa450edef68"
4d32212e66ae217cd6f3ec671ff3be7a713ebfbb,"Use Xerces URI class.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333133 13f79535-47bb-0310-9956-ffa450edef68"
274f9e6759e1b2f2467a856a01d107e0c05b931d,"Remove references to java URL class.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333134 13f79535-47bb-0310-9956-ffa450edef68"
b6c773bb70e331d34b73f43eae478952f41ef5e8,"Use getAbsoluteURI instead of getURLFromString.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333135 13f79535-47bb-0310-9956-ffa450edef68"
c0bee98d91700cdbe3f9d8bed471b2d596b9d538,"Use Strings instead of URL objects.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333136 13f79535-47bb-0310-9956-ffa450edef68"
a985b608653a0d0de7f8de8549c759a5a0aa4147,"Use SystemIDResolver instead of duplicated code.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333137 13f79535-47bb-0310-9956-ffa450edef68"
83814b31ca2a9588a565e3a44a566e9cb2a4a210,"Use Strings instead of URLs.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333138 13f79535-47bb-0310-9956-ffa450edef68"
e7e2b362beca795efec8d524c42b9e86d823b398,"Make extension functions basically work.  I haven't yet tried extension elements.  Implementation of LiveConnect style of Java method resolution.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333139 13f79535-47bb-0310-9956-ffa450edef68"
7c2662c8df38fb855df6512aedbc8e17aca8c154,"Addition of MethodResolver.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333140 13f79535-47bb-0310-9956-ffa450edef68"
9ce28d6391e1401e5fa0d22770c7487f0c8ad249,"Moved XPath up a package to become a sibling of Xalan package.  XPath no longer directly uses the opcodes, but is 'compiled' into a fast expression tree.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333141 13f79535-47bb-0310-9956-ffa450edef68"
99c87d2e6a02fab4a7cd44bf6ace4df6ce6862a9,"Fixed <xsl:output indent=""yes""/>.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333142 13f79535-47bb-0310-9956-ffa450edef68"
6a0453203ee4e0275d72294cc2f6aeaad2c9547c,"Removed <p/> at beginning so it shows up in the package summeries.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333143 13f79535-47bb-0310-9956-ffa450edef68"
bec2e07a1120df7dd555dd961e305ee3a546fae7,"Added package.html files, mainly for package summeries, also added a few missing stree files.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333144 13f79535-47bb-0310-9956-ffa450edef68"
9b542b9637338dfa89c3420f03f8d35f77a4d7df,"Moved.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333145 13f79535-47bb-0310-9956-ffa450edef68"
ddce49cf60d9d5eef637d46bf6ea66bab9117d79,"no message


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333146 13f79535-47bb-0310-9956-ffa450edef68"
258683846e9cc451854cadd2f04af3c1f4c11398,"Ant build file with support for compile, jar, and javadoc targets.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333147 13f79535-47bb-0310-9956-ffa450edef68"
476aa9caf3f00233dce4bb0f51b7c97d82211e4e,"Support for using Ant to build Xalan-J 2.0


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333148 13f79535-47bb-0310-9956-ffa450edef68"
cc1933bc0cc3614381c33505db20dbda076306a1,"Javadoc doclet


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333149 13f79535-47bb-0310-9956-ffa450edef68"
3532652c02252d2c07e29f58f1100cf7938a1f7d,"Only allow for one context marker in the global space.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333150 13f79535-47bb-0310-9956-ffa450edef68"
5019ee7eb8864b3f235260f9d550db04299e5e34,"Load properties file


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333151 13f79535-47bb-0310-9956-ffa450edef68"
a6229243a6ef48576c2e3e3c1fdffd6feca19bd6,"Make methods getStylesheetRoot and getLocator public


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333152 13f79535-47bb-0310-9956-ffa450edef68"
f99a9b2449c285c26ec7898b93cfb2cc3b26aea5,"All examples except exampleUseAssociated now work in Xalan.  (Except the current examples use the Xerces serializers, instead of the TrAX API.)


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333153 13f79535-47bb-0310-9956-ffa450edef68"
bd1fd8623991292bfaf4db37ced7d960bf69cb8d,"Added loadPropertyFileToSystem(String file) for auto loading of properties file.  Need to come up with non-xalan location for file default location.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333154 13f79535-47bb-0310-9956-ffa450edef68"
a4e522b6a2e86221bb61f84ce4e96ebd6a7cd338,"Added loadPropertyFileToSystem(String file) for auto loading of properties file.  Need to come up with non-xalan location for file default location.  Began support for getAssociatedStylesheets.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333155 13f79535-47bb-0310-9956-ffa450edef68"
3f17f9462faba176f624817eabb9bd84c5dcbfa3,"For support of xml-stylesheet PI.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333156 13f79535-47bb-0310-9956-ffa450edef68"
493236406aac145caaa2953f010832c4e4556e9c,"Moved setPreserveSpace(false); in setIndent(boolean) to setPreserveSpace(!on); in setIndenting( boolean on ).


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333157 13f79535-47bb-0310-9956-ffa450edef68"
e4c7982a0c9ecfb2c96e28cb11d35c1141414674,"For cloned OutputFormat in getOutputFormat, use OutputFormatExtended so I can deal with that silly preserve space stuff.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333158 13f79535-47bb-0310-9956-ffa450edef68"
df0bfff157f386003a67171bbc50e98fd3f9332f,"If a start element is found when no start document has occured, force a start document.  This is needed, for the moment, for those cases of chaining transforms when a start document event is not fired.  This should be fixed so that the transform creates the startDocument() event.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333159 13f79535-47bb-0310-9956-ffa450edef68"
f776010626b7e6c34142fde6a8aa82da93b50aa6,"Support getFeature for the TrAX features.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333160 13f79535-47bb-0310-9956-ffa450edef68"
e17e2bc2f6bca369a7cf07eff464b126a9096de6,"loadPropertyFileToSystem moved to TrAX.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333161 13f79535-47bb-0310-9956-ffa450edef68"
9eec023778e1f37d0e2dd9d02809df22f014bac3,"Added StylesheetPIHandler.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333162 13f79535-47bb-0310-9956-ffa450edef68"
e92067aa68386653fd9ac626e614a835fc8ce4d4,"Begin cleaning up Xalan-J 2.x Ant makefile
Attempt to separate compile targets; up -mx memory temporarily
since we're compiling the whole tree at once...


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333163 13f79535-47bb-0310-9956-ffa450edef68"
282ebe4cba02e1fba8178b49ffc7d483fc98be20,"More infrastructure for Xalan-J 2.0 doc


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333164 13f79535-47bb-0310-9956-ffa450edef68"
5f752c4bcf6bfa2afd6af2da3f308f671cd26c09,"Enable multi-threading of processor and transformer


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333165 13f79535-47bb-0310-9956-ffa450edef68"
4aff486417d3a0c4f325e2eae40630faf7822783,"no message


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333166 13f79535-47bb-0310-9956-ffa450edef68"
020bfc33648233e64d540d736897827dc6d9c9bd,"Derive from UnImplNode, delete read-only methods.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333167 13f79535-47bb-0310-9956-ffa450edef68"
4208f11582e93afddcdffc4f829f05ad8c4ab63f,"Add some Attr methods so DTMProxy can derive.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333168 13f79535-47bb-0310-9956-ffa450edef68"
a60b76f7f877eed6e08387080eb5c3e61e1af294,"Push and pop the template for TransformerClient support.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333169 13f79535-47bb-0310-9956-ffa450edef68"
bd2f06c9efd72007d2da6e6446ed1becc980093a,"Implement TransformerClient interface.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333170 13f79535-47bb-0310-9956-ffa450edef68"
7cf0f10a08ad11c6fd719ed55c8db88ee19a6969,"Test for TransformerClient, and call setTransformState if so.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333171 13f79535-47bb-0310-9956-ffa450edef68"
4e121e1299afc6363558fb975f7341fd70cf5df6,"Add TransformerClient and TransformState.


git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@333172 13f79535-47bb-0310-9956-ffa450edef68"
